# timestamp tx ty tz qx qy qz qw
1741150183.736133814 353860.526760 4032297.848599 0.000000 0.0 0.0 0.0 1.0
1741150183.838575125 353860.461119 4032297.732083 0.000000 0.0 0.0 0.0 1.0
1741150183.935580254 353860.390439 4032297.564976 0.000000 0.0 0.0 0.0 1.0
1741150184.038011551 353860.318675 4032297.439871 0.000000 0.0 0.0 0.0 1.0
1741150184.143974066 353860.233374 4032297.336263 0.000000 0.0 0.0 0.0 1.0
1741150184.238951206 353860.208752 4032297.259002 0.000000 0.0 0.0 0.0 1.0
1741150184.341441631 353860.148604 4032297.113726 0.000000 0.0 0.0 0.0 1.0
1741150184.439497471 353860.061528 4032296.949301 0.000000 0.0 0.0 0.0 1.0
1741150184.543119192 353859.996457 4032296.831110 0.000000 0.0 0.0 0.0 1.0
1741150184.641247749 353859.929437 4032296.756785 0.000000 0.0 0.0 0.0 1.0
1741150184.744902849 353859.875405 4032296.601974 0.000000 0.0 0.0 0.0 1.0
1741150184.842926741 353859.836917 4032296.500164 0.000000 0.0 0.0 0.0 1.0
1741150184.946446419 353859.781858 4032296.399559 0.000000 0.0 0.0 0.0 1.0
1741150185.044689417 353859.716205 4032296.291181 0.000000 0.0 0.0 0.0 1.0
1741150185.148266792 353859.686338 4032296.257285 0.000000 0.0 0.0 0.0 1.0
1741150185.258173704 353859.666226 4032296.216937 0.000000 0.0 0.0 0.0 1.0
1741150185.350550175 353859.604605 4032296.161385 0.000000 0.0 0.0 0.0 1.0
1741150185.454397440 353859.531182 4032296.044260 0.000000 0.0 0.0 0.0 1.0
1741150185.552855015 353859.481416 4032295.956142 0.000000 0.0 0.0 0.0 1.0
1741150185.655579805 353859.452174 4032295.879699 0.000000 0.0 0.0 0.0 1.0
1741150185.752834797 353859.406594 4032295.827020 0.000000 0.0 0.0 0.0 1.0
1741150185.850153685 353859.367560 4032295.754811 0.000000 0.0 0.0 0.0 1.0
1741150185.952924967 353859.382541 4032295.783409 0.000000 0.0 0.0 0.0 1.0
1741150186.045178413 353859.372526 4032295.827596 0.000000 0.0 0.0 0.0 1.0
1741150186.152322292 353859.385381 4032295.889520 0.000000 0.0 0.0 0.0 1.0
1741150186.247088909 353859.382826 4032295.950596 0.000000 0.0 0.0 0.0 1.0
1741150186.344100237 353859.384345 4032295.960927 0.000000 0.0 0.0 0.0 1.0
1741150186.446395397 353859.393093 4032295.965588 0.000000 0.0 0.0 0.0 1.0
1741150186.543365955 353859.395385 4032295.986263 0.000000 0.0 0.0 0.0 1.0
1741150186.644312143 353859.360660 4032295.974458 0.000000 0.0 0.0 0.0 1.0
1741150186.741322756 353859.356938 4032295.948814 0.000000 0.0 0.0 0.0 1.0
